timestamp,user_id,bar_id,guest_estimate,Review ID
2025-01-17 03:08:19,504,572,87,89
2025-01-17 03:05:24,455,563,64,90
2025-01-17 03:01:31,415,563,43,91
2025-01-17 03:01:24,332,572,25,92
2025-01-17 02:54:49,426,569,21,93
2025-01-17 02:54:13,287,572,28,94
2025-01-17 02:51:01,347,566,76,95
2025-01-17 02:46:43,500,572,89,96
2025-01-17 02:42:06,88,565,35,97
2025-01-17 02:32:34,444,570,41,98
2025-01-17 02:24:40,205,566,0,99
2025-01-17 02:18:58,313,567,10,100
2025-01-17 02:05:49,15,570,58,101
2025-01-17 02:05:01,69,569,91,102
2025-01-17 01:58:35,531,572,11,103
2025-01-17 01:57:08,75,569,1,104
2025-01-17 01:53:41,241,563,10,105
2025-01-17 01:49:32,79,563,75,106
2025-01-17 01:13:36,461,567,29,107
2025-01-17 01:11:17,203,563,25,108
2025-01-17 01:11:03,377,572,27,109
2025-01-17 01:10:29,114,570,75,110
2025-01-17 01:06:19,466,567,20,111
2025-01-17 01:00:12,282,565,11,112
2025-01-17 00:59:46,419,571,66,113
2025-01-17 00:51:46,297,566,98,114
2025-01-17 00:46:05,513,568,32,115
2025-01-17 00:45:05,107,566,45,116
2025-01-17 00:34:54,119,564,100,117
2025-01-17 00:27:19,317,571,89,118
2025-01-17 00:13:37,117,567,16,119
2025-01-17 00:10:07,553,567,43,120
2025-01-17 00:09:48,558,567,28,121
2025-01-16 23:58:07,375,568,58,122
2025-01-16 23:57:01,112,566,19,123
2025-01-16 23:45:46,420,572,57,124
2025-01-16 23:43:12,106,566,99,125
2025-01-16 23:38:56,78,572,9,126
2025-01-16 23:25:38,53,567,95,127
2025-01-16 23:15:32,413,570,88,128
2025-01-16 23:14:25,134,563,82,129
2025-01-16 22:53:43,128,565,1,130
2025-01-16 22:52:05,530,565,66,131
2025-01-16 22:46:46,189,563,27,132
2025-01-16 22:46:42,348,571,74,133
2025-01-16 22:46:31,301,568,19,134
2025-01-16 22:26:03,107,564,52,135
2025-01-16 22:25:04,123,566,13,136
2025-01-16 22:24:29,366,568,75,137
2025-01-16 22:11:09,3,568,85,138
2025-01-16 22:05:16,301,572,34,139
2025-01-16 21:54:53,470,565,44,140
2025-01-16 21:48:55,427,565,52,141
2025-01-16 21:29:12,12,568,6,142
2025-01-16 21:24:03,107,564,27,143
2025-01-16 21:21:20,93,565,7,144
2025-01-16 21:15:27,177,568,17,145
2025-01-16 21:12:51,234,563,97,146
2025-01-16 21:05:56,178,566,88,147
2025-01-16 21:01:35,153,570,73,148
2025-01-16 20:57:36,452,565,53,149
2025-01-16 20:49:49,172,565,31,150
2025-01-16 20:49:16,477,570,14,151
2025-01-16 20:42:42,485,566,14,152
2025-01-16 20:41:47,37,564,90,153
2025-01-16 20:40:35,120,563,84,154
2025-01-16 20:37:49,315,570,69,155
2025-01-16 20:31:43,334,568,24,156
2025-01-16 20:28:02,139,568,60,157
2025-01-16 20:26:16,28,571,49,158
2025-01-16 20:18:22,562,571,58,159
2025-01-16 20:16:06,499,572,81,160
2025-01-16 20:08:14,139,566,60,161
2025-01-16 07:58:46,89,568,38,162
2025-01-16 07:57:18,299,569,20,163
2025-01-16 07:56:56,136,567,16,164
2025-01-16 07:48:39,394,564,58,165
2025-01-16 07:43:49,100,565,2,166
2025-01-16 07:33:02,431,563,51,167
2025-01-16 07:23:05,304,568,17,168
2025-01-16 07:18:43,185,564,93,169
2025-01-16 07:01:35,475,570,77,170
2025-01-16 06:45:22,401,571,18,171
2025-01-16 06:39:42,187,570,52,172
2025-01-16 06:39:06,521,572,51,173
2025-01-16 06:38:56,407,570,74,174
2025-01-16 06:34:51,86,569,81,175
2025-01-16 06:23:45,37,566,56,176
2025-01-16 06:19:15,293,571,97,177
2025-01-16 06:10:22,93,566,4,178
2025-01-16 06:06:11,385,570,31,179
2025-01-16 06:04:33,455,565,4,180
2025-01-16 05:54:45,189,568,43,181
2025-01-16 05:54:10,393,568,56,182
2025-01-16 05:53:10,546,572,71,183
2025-01-16 05:49:41,125,569,80,184
2025-01-16 05:48:12,309,566,71,185
2025-01-16 05:47:44,345,569,94,186
2025-01-16 05:41:08,72,570,17,187
2025-01-16 05:40:40,18,569,30,188
2025-01-16 05:39:52,455,572,85,189
2025-01-16 05:39:28,504,568,65,190
2025-01-16 05:19:21,518,570,36,191
2025-01-16 05:12:27,74,566,99,192
2025-01-16 05:04:33,405,569,6,193
2025-01-16 04:44:39,93,569,33,194
2025-01-16 04:43:26,47,564,93,195
2025-01-16 04:36:04,354,565,18,196
2025-01-16 04:24:30,330,566,35,197
2025-01-16 04:21:00,510,570,34,198
2025-01-16 04:18:49,499,568,79,199
2025-01-16 03:52:28,557,565,56,200
2025-01-16 03:44:21,299,563,14,201
2025-01-16 03:38:26,28,571,50,202
2025-01-16 03:30:52,47,570,92,203
2025-01-16 02:57:12,118,563,95,204
2025-01-16 02:55:03,187,565,64,205
2025-01-16 02:50:10,108,568,45,206
2025-01-16 02:49:15,65,565,65,207
2025-01-16 02:41:09,436,569,83,208
2025-01-16 02:39:26,514,569,98,209
2025-01-16 02:33:42,186,569,69,210
2025-01-16 02:31:11,494,568,6,211
2025-01-16 02:30:25,498,569,4,212
2025-01-16 02:23:18,120,564,14,213
2025-01-16 02:22:58,401,571,11,214
2025-01-16 02:19:18,107,564,89,215
2025-01-16 02:15:54,166,567,70,216
2025-01-16 02:14:22,407,568,23,217
2025-01-16 02:10:55,196,565,49,218
2025-01-16 02:05:51,85,571,55,219
2025-01-16 01:59:29,109,565,18,220
2025-01-16 01:36:31,430,570,96,221
2025-01-16 01:22:22,110,564,53,222
2025-01-16 01:17:42,423,564,90,223
2025-01-16 01:14:14,185,571,85,224
2025-01-16 01:13:05,521,566,45,225
2025-01-16 00:50:39,449,569,28,226
2025-01-16 00:42:36,411,563,78,227
2025-01-16 00:40:10,62,568,58,228
2025-01-16 00:39:14,348,567,24,229
2025-01-16 00:32:34,517,566,45,230
2025-01-16 00:24:09,76,565,69,231
2025-01-16 00:19:56,514,565,23,232
2025-01-16 00:17:05,105,567,79,233
2025-01-16 00:11:28,57,567,6,234
2025-01-15 23:57:37,212,568,30,235
2025-01-15 23:53:30,2,568,70,236
2025-01-15 23:48:09,28,572,3,237
2025-01-15 23:47:45,140,568,69,238
2025-01-15 23:46:58,48,565,49,239
2025-01-15 23:40:00,420,563,99,240
2025-01-15 23:35:06,478,568,49,241
2025-01-15 23:30:53,71,565,80,242
2025-01-15 23:30:34,387,571,22,243
2025-01-15 23:21:57,74,565,86,244
2025-01-15 23:11:53,140,564,8,245
2025-01-15 23:08:53,352,572,7,246
2025-01-15 23:07:48,476,568,38,247
2025-01-15 23:07:05,168,569,89,248
2025-01-15 22:58:14,154,572,99,249
2025-01-15 22:56:33,79,565,1,250
2025-01-15 22:54:59,464,564,60,251
2025-01-15 22:47:09,21,570,86,252
2025-01-15 22:45:05,509,568,10,253
2025-01-15 22:37:45,163,567,43,254
2025-01-15 22:33:22,472,569,22,255
2025-01-15 22:30:27,541,572,71,256
2025-01-15 22:24:21,91,567,22,257
2025-01-15 22:20:19,434,565,0,258
2025-01-15 22:13:58,159,568,39,259
2025-01-15 22:13:55,543,572,23,260
2025-01-15 22:09:26,547,569,40,261
2025-01-15 22:06:01,221,568,54,262
2025-01-15 21:57:27,363,567,63,263
2025-01-15 21:49:54,289,565,77,264
2025-01-15 21:46:56,442,571,97,265
2025-01-15 21:38:47,397,572,27,266
2025-01-15 21:36:45,488,568,12,267
2025-01-15 21:29:14,105,570,87,268
2025-01-15 21:21:32,433,572,76,269
2025-01-15 21:17:02,34,565,46,270
2025-01-15 21:14:26,375,566,70,271
2025-01-15 20:52:06,507,568,82,272
2025-01-15 20:44:11,423,563,29,273
2025-01-15 20:37:56,298,568,0,274
2025-01-15 20:26:04,458,565,41,275
2025-01-15 20:06:09,557,568,57,276
2025-01-15 20:05:07,197,570,46,277
2025-01-15 20:02:38,355,564,25,278
2025-01-15 20:01:59,175,569,47,279
2025-01-15 07:59:29,328,572,34,280
2025-01-15 07:47:11,408,569,63,281
2025-01-15 07:45:29,224,564,19,282
2025-01-15 07:39:41,429,569,36,283
2025-01-15 07:38:31,277,572,87,284
2025-01-15 07:36:00,54,565,68,285
2025-01-15 07:29:45,406,570,60,286
2025-01-15 07:25:08,459,572,65,287
2025-01-15 07:05:30,420,571,1,288
2025-01-15 07:04:08,124,570,77,289
2025-01-15 07:02:03,142,563,53,290
2025-01-15 06:59:05,460,564,12,291
2025-01-15 06:48:38,225,569,27,292
2025-01-15 06:32:53,185,564,12,293
2025-01-15 06:31:30,436,572,58,294
2025-01-15 06:29:38,227,566,51,295
2025-01-15 06:26:03,386,571,97,296
2025-01-15 06:24:24,179,571,44,297
2025-01-15 06:10:54,282,568,18,298
2025-01-15 05:57:05,155,564,90,299
2025-01-15 05:54:59,526,566,46,300
2025-01-15 05:50:59,318,563,48,301
2025-01-15 05:49:36,63,571,77,302
2025-01-15 05:48:34,126,572,29,303
2025-01-15 05:43:26,84,565,82,304
2025-01-15 05:39:09,553,572,91,305
2025-01-15 05:34:27,155,568,64,306
2025-01-15 05:20:48,397,564,23,307
2025-01-15 05:20:30,437,569,83,308
2025-01-15 05:17:47,332,565,10,309
2025-01-15 05:11:11,156,570,93,310
2025-01-15 05:03:57,115,567,25,311
2025-01-15 04:59:56,138,571,87,312
2025-01-15 04:59:35,526,567,8,313
2025-01-15 04:54:35,221,563,16,314
2025-01-15 04:48:18,348,568,4,315
2025-01-15 04:44:17,211,566,32,316
2025-01-15 04:34:25,23,568,37,317
2025-01-15 04:26:45,339,564,19,318
2025-01-15 04:21:33,353,571,61,319
2025-01-15 04:20:56,484,571,2,320
2025-01-15 04:12:41,300,565,76,321
2025-01-15 04:12:35,214,570,36,322
2025-01-15 04:10:17,511,571,74,323
2025-01-15 03:46:01,48,565,65,324
2025-01-15 03:44:33,144,564,55,325
2025-01-15 03:38:48,386,564,48,326
2025-01-15 03:32:26,62,569,93,327
2025-01-15 03:31:02,330,567,44,328
2025-01-15 03:28:52,477,565,49,329
2025-01-15 03:24:04,43,565,9,330
2025-01-15 03:17:34,290,572,11,331
2025-01-15 03:06:53,394,569,5,332
2025-01-15 03:04:19,153,572,75,333
2025-01-15 02:59:03,21,569,13,334
2025-01-15 02:54:28,396,566,36,335
2025-01-15 02:49:49,136,567,11,336
2025-01-15 02:39:53,472,566,5,337
2025-01-15 02:33:03,375,570,82,338
2025-01-15 02:28:44,409,568,67,339
2025-01-15 02:28:10,95,568,33,340
2025-01-15 02:11:52,230,570,46,341
2025-01-15 02:08:04,220,565,33,342
2025-01-15 02:03:05,25,563,43,343
2025-01-15 01:58:17,374,563,68,344
2025-01-15 01:52:05,544,568,36,345
2025-01-15 01:50:39,35,569,45,346
2025-01-15 01:50:32,110,567,8,347
2025-01-15 01:38:37,467,571,63,348
2025-01-15 01:33:15,211,564,55,349
2025-01-15 01:32:57,374,570,46,350
2025-01-15 01:29:05,446,567,23,351
2025-01-15 01:24:42,524,571,47,352
2025-01-15 01:23:50,353,564,64,353
2025-01-15 01:15:54,489,571,76,354
2025-01-15 01:12:37,206,568,50,355
2025-01-15 01:03:05,522,565,20,356
2025-01-15 01:02:14,498,572,22,357
2025-01-15 00:59:33,134,566,67,358
2025-01-15 00:47:42,178,566,63,359
2025-01-15 00:42:36,34,563,22,360
2025-01-15 00:40:44,409,572,92,361
2025-01-15 00:38:55,315,564,88,362
2025-01-15 00:23:26,38,564,80,363
2025-01-15 00:20:43,71,566,80,364
2025-01-15 00:18:55,426,567,41,365
2025-01-15 00:16:44,48,568,5,366
2025-01-15 00:15:40,142,566,53,367
2025-01-15 00:11:09,365,565,78,368
2025-01-14 23:54:06,376,566,75,369
2025-01-14 23:43:28,134,569,22,370
2025-01-14 23:39:46,290,564,98,371
2025-01-14 23:36:26,207,567,86,372
2025-01-14 23:31:45,3,564,10,373
2025-01-14 23:27:51,214,572,75,374
2025-01-14 23:17:06,524,571,53,375
2025-01-14 23:08:00,43,571,96,376
2025-01-14 23:05:56,300,565,32,377
2025-01-14 23:04:21,376,564,61,378
2025-01-14 23:02:57,89,567,37,379
2025-01-14 22:59:30,303,570,24,380
2025-01-14 22:58:10,94,565,97,381
2025-01-14 22:54:01,401,567,41,382
2025-01-14 22:49:28,220,569,33,383
2025-01-14 22:48:57,448,564,32,384
2025-01-14 22:48:38,317,566,72,385
2025-01-14 22:44:39,8,563,66,386
2025-01-14 22:40:51,58,570,68,387
2025-01-14 22:33:43,340,563,8,388
2025-01-14 22:32:06,341,563,70,389
2025-01-14 22:28:38,214,570,49,390
2025-01-14 22:17:26,449,572,39,391
2025-01-14 22:10:56,330,566,10,392
2025-01-14 21:55:44,4,570,79,393
2025-01-14 21:48:06,149,569,59,394
2025-01-14 21:44:50,433,571,67,395
2025-01-14 21:44:32,32,564,36,396
2025-01-14 21:39:16,14,568,88,397
2025-01-14 21:28:08,106,569,50,398
2025-01-14 21:25:05,560,570,20,399
2025-01-14 21:24:53,193,563,20,400
2025-01-14 21:22:14,123,565,49,401
2025-01-14 21:17:29,158,565,26,402
2025-01-14 21:06:07,508,570,74,403
2025-01-14 21:04:03,535,572,23,404
2025-01-14 21:02:17,412,564,23,405
2025-01-14 20:58:11,103,571,34,406
2025-01-14 20:57:54,540,572,78,407
2025-01-14 20:56:42,300,571,81,408
2025-01-14 20:49:46,437,569,27,409
2025-01-14 20:46:38,471,570,34,410
2025-01-14 20:44:27,292,572,94,411
2025-01-14 20:43:26,110,568,10,412
2025-01-14 20:41:25,81,567,25,413
2025-01-14 20:28:13,493,571,72,414
2025-01-14 20:27:51,297,568,87,415
2025-01-14 20:13:02,239,571,78,416
2025-01-14 20:05:24,333,570,73,417
2025-01-14 20:05:04,350,564,76,418
2025-01-14 20:03:43,96,566,12,419
2025-01-14 20:02:34,365,570,63,420
2025-01-14 07:51:28,297,569,29,421
2025-01-14 07:42:11,277,565,34,422
2025-01-14 07:33:58,454,564,35,423
2025-01-14 07:25:36,531,570,67,424
2025-01-14 07:08:08,310,567,61,425
2025-01-14 07:07:35,329,563,77,426
2025-01-14 06:58:28,213,565,49,427
2025-01-14 06:57:25,23,569,0,428
2025-01-14 06:56:11,56,572,13,429
2025-01-14 06:53:59,457,568,100,430
2025-01-14 06:49:56,57,572,78,431
2025-01-14 06:41:47,133,567,80,432
2025-01-14 06:39:14,392,572,66,433
2025-01-14 06:22:04,33,564,68,434
2025-01-14 06:21:54,120,570,83,435
2025-01-14 06:15:34,132,563,27,436
2025-01-14 06:09:55,364,565,75,437
2025-01-14 05:59:17,130,564,2,438
2025-01-14 05:51:18,226,566,7,439
2025-01-14 05:49:23,319,571,80,440
2025-01-14 05:47:54,211,570,83,441
2025-01-14 05:43:46,342,572,84,442
2025-01-14 05:37:44,508,568,40,443
2025-01-14 05:30:56,166,566,49,444
2025-01-14 05:28:26,71,566,56,445
2025-01-14 05:27:05,345,567,1,446
2025-01-14 05:26:23,326,567,39,447
2025-01-14 05:23:37,282,572,99,448
2025-01-14 05:06:40,48,563,52,449
2025-01-14 04:48:20,204,567,70,450
2025-01-14 04:39:31,104,572,40,451
2025-01-14 04:33:40,427,570,63,452
2025-01-14 04:32:29,488,564,53,453
2025-01-14 04:29:33,444,572,22,454
2025-01-14 04:25:30,134,564,44,455
2025-01-14 04:19:29,138,563,71,456
2025-01-14 04:12:45,41,568,94,457
2025-01-14 04:04:03,195,567,47,458
2025-01-14 04:03:21,379,563,22,459
2025-01-14 03:52:43,208,567,39,460
2025-01-14 03:49:00,178,568,63,461
2025-01-14 03:44:02,133,571,8,462
2025-01-14 03:41:24,80,566,72,463
2025-01-14 03:39:13,523,564,84,464
2025-01-14 03:29:54,543,571,54,465
2025-01-14 03:27:52,301,570,87,466
2025-01-14 03:16:51,417,572,24,467
2025-01-14 03:08:33,30,563,21,468
2025-01-14 02:53:31,232,569,31,469
2025-01-14 02:51:48,558,563,10,470
2025-01-14 02:49:02,383,568,19,471
2025-01-14 02:44:03,322,566,44,472
2025-01-14 02:35:57,59,569,73,473
2025-01-14 02:25:57,431,572,95,474
2025-01-14 02:19:31,99,568,75,475
2025-01-14 02:13:40,491,563,46,476
2025-01-14 02:13:27,26,571,72,477
2025-01-14 02:12:23,66,565,76,478
2025-01-14 02:10:20,142,567,34,479
2025-01-14 01:58:11,418,570,18,480
2025-01-14 01:50:04,88,565,6,481
2025-01-14 01:42:53,171,564,100,482
2025-01-14 01:39:40,193,568,79,483
2025-01-14 01:39:06,4,566,23,484
2025-01-14 01:38:19,148,564,32,485
2025-01-14 01:35:15,354,569,36,486
2025-01-14 01:31:13,206,565,32,487
2025-01-14 01:28:54,323,569,17,488
2025-01-14 01:28:31,150,568,79,489
2025-01-14 01:25:21,441,565,96,490
2025-01-14 01:17:14,154,572,5,491
2025-01-14 01:10:06,19,564,38,492
2025-01-14 01:10:03,377,570,30,493
2025-01-14 01:09:34,480,570,91,494
2025-01-14 01:05:40,496,569,100,495
2025-01-14 01:00:42,17,569,28,496
2025-01-14 00:59:44,55,571,80,497
2025-01-14 00:52:48,47,563,90,498
2025-01-14 00:49:54,372,569,37,499
2025-01-14 00:48:18,536,570,24,500
2025-01-14 00:46:58,492,568,82,501
2025-01-14 00:44:16,116,567,71,502
2025-01-14 00:42:28,105,570,84,503
2025-01-14 00:34:44,426,566,37,504
2025-01-14 00:33:57,544,563,68,505
2025-01-14 00:32:45,414,565,86,506
2025-01-14 00:21:54,547,568,35,507
2025-01-14 00:20:01,130,564,87,508
2025-01-14 00:18:55,364,567,95,509
2025-01-14 00:16:25,485,569,98,510
2025-01-14 00:16:21,173,570,12,511
2025-01-14 00:13:55,471,563,44,512
2025-01-14 00:04:00,451,566,57,513
2025-01-14 00:03:21,63,568,32,514
2025-01-13 23:52:06,533,570,71,515
2025-01-13 23:32:18,323,567,95,516
2025-01-13 23:29:42,109,564,100,517
2025-01-13 23:20:43,135,564,6,518
2025-01-13 23:17:07,12,567,39,519
2025-01-13 23:11:30,339,565,80,520
2025-01-13 22:56:28,555,567,78,521
2025-01-13 22:45:04,241,570,41,522
2025-01-13 22:44:36,391,564,87,523
2025-01-13 22:41:16,53,571,12,524
2025-01-13 22:23:52,380,565,20,525
2025-01-13 22:19:40,209,563,63,526
2025-01-13 22:19:00,107,572,92,527
2025-01-13 22:13:59,45,570,0,528
2025-01-13 22:12:40,461,572,20,529
2025-01-13 22:10:28,166,567,93,530
2025-01-13 21:57:42,4,563,80,531
2025-01-13 21:56:14,453,568,51,532
2025-01-13 21:52:14,398,569,63,533
2025-01-13 21:48:17,482,570,97,534
2025-01-13 21:40:21,54,571,9,535
2025-01-13 21:40:08,65,571,3,536
2025-01-13 21:24:33,402,568,64,537
2025-01-13 21:10:58,39,564,42,538
2025-01-13 21:10:32,520,565,61,539
2025-01-13 21:05:14,296,572,16,540
2025-01-13 21:02:55,417,568,64,541
2025-01-13 21:01:28,330,567,86,542
2025-01-13 20:56:48,467,572,82,543
2025-01-13 20:54:35,553,567,45,544
2025-01-13 20:49:45,480,572,25,545
2025-01-13 20:46:55,342,571,66,546
2025-01-13 20:35:37,365,569,8,547
2025-01-13 20:23:18,521,568,7,548
2025-01-13 20:02:26,367,568,56,549
2025-01-13 07:58:27,357,564,56,550
2025-01-13 07:58:03,48,563,72,551
2025-01-13 07:53:00,136,568,27,552
2025-01-13 07:52:33,484,572,93,553
2025-01-13 07:51:40,19,567,61,554
2025-01-13 07:50:11,69,565,54,555
2025-01-13 07:35:00,121,565,72,556
2025-01-13 07:30:52,34,567,78,557
2025-01-13 07:26:23,64,564,80,558
2025-01-13 07:24:53,124,563,14,559
2025-01-13 06:58:37,455,564,52,560
2025-01-13 06:55:19,428,568,87,561
2025-01-13 06:49:20,367,571,36,562
2025-01-13 06:48:15,106,567,95,563
2025-01-13 06:44:01,413,571,33,564
2025-01-13 06:39:37,150,568,27,565
2025-01-13 06:38:37,487,567,81,566
2025-01-13 06:25:36,119,563,60,567
2025-01-13 06:21:21,550,571,88,568
2025-01-13 05:46:04,384,572,89,569
2025-01-13 05:36:40,152,572,14,570
2025-01-13 05:34:05,118,563,76,571
2025-01-13 05:31:24,15,570,93,572
2025-01-13 05:19:23,182,571,19,573
2025-01-13 05:17:04,2,569,81,574
2025-01-13 05:06:58,479,568,28,575
2025-01-13 05:04:21,234,568,84,576
2025-01-13 04:55:20,559,565,34,577
2025-01-13 04:48:20,337,566,21,578
2025-01-13 04:47:45,346,572,8,579
2025-01-13 04:46:04,554,571,1,580
2025-01-13 04:41:51,171,568,94,581
2025-01-13 04:39:09,201,569,23,582
2025-01-13 04:16:26,285,572,26,583
2025-01-13 04:12:26,191,571,74,584
2025-01-13 04:11:34,531,572,50,585
2025-01-13 04:11:34,417,572,5,586
2025-01-13 04:08:41,337,566,54,587
2025-01-13 04:01:01,482,563,20,588
2025-01-13 03:59:13,554,566,47,589
2025-01-13 03:59:05,297,571,19,590
2025-01-13 03:59:00,415,566,57,591
2025-01-13 03:58:26,150,569,24,592
2025-01-13 03:49:57,445,570,32,593
2025-01-13 03:49:31,72,572,29,594
2025-01-13 03:48:43,333,567,92,595
2025-01-13 03:30:46,486,571,65,596
2025-01-13 03:23:48,385,569,25,597
2025-01-13 03:20:12,523,565,68,598
2025-01-13 03:13:55,193,568,33,599
2025-01-13 03:08:31,3,566,59,600
2025-01-13 03:08:28,113,572,19,601
2025-01-13 03:03:04,201,569,8,602
2025-01-13 02:53:12,546,569,31,603
2025-01-13 02:52:32,528,570,59,604
2025-01-13 02:51:43,192,567,100,605
2025-01-13 02:44:17,227,563,44,606
2025-01-13 02:43:21,310,566,59,607
2025-01-13 02:41:08,381,571,17,608
2025-01-13 02:39:42,547,567,83,609
2025-01-13 02:37:25,209,566,3,610
2025-01-13 02:24:19,60,564,99,611
2025-01-13 02:19:22,213,563,35,612
2025-01-13 02:19:20,166,570,17,613
2025-01-13 02:16:14,85,569,85,614
2025-01-13 02:13:45,65,569,98,615
2025-01-13 02:09:57,304,564,45,616
2025-01-13 02:03:50,529,567,20,617
2025-01-13 02:03:15,126,570,73,618
2025-01-13 01:59:15,49,564,20,619
2025-01-13 01:51:16,7,568,45,620
2025-01-13 01:43:12,505,565,89,621
2025-01-13 01:41:53,477,565,54,622
2025-01-13 01:41:06,178,568,67,623
2025-01-13 01:39:37,399,567,69,624
2025-01-13 01:35:59,424,569,37,625
2025-01-13 01:27:27,34,565,48,626
2025-01-13 01:17:12,562,572,59,627
2025-01-13 01:15:33,480,567,47,628
2025-01-13 01:01:17,555,567,37,629
2025-01-13 01:00:16,360,563,25,630
2025-01-13 00:53:27,74,569,8,631
2025-01-13 00:52:33,502,565,70,632
2025-01-13 00:47:36,218,568,64,633
2025-01-13 00:47:00,59,565,96,634
2025-01-13 00:36:13,364,571,3,635
2025-01-13 00:19:09,466,566,45,636
2025-01-13 00:14:53,116,571,55,637
2025-01-13 00:08:58,461,567,4,638
2025-01-13 00:00:06,195,570,61,639
2025-01-12 23:56:38,338,571,51,640
2025-01-12 23:48:19,397,563,18,641
2025-01-12 23:47:36,307,567,32,642
2025-01-12 23:45:24,430,571,48,643
2025-01-12 23:35:56,457,571,26,644
2025-01-12 23:27:01,148,567,11,645
2025-01-12 23:18:20,130,572,2,646
2025-01-12 23:12:14,415,563,48,647
2025-01-12 23:09:41,500,563,68,648
2025-01-12 23:07:27,132,563,17,649
2025-01-12 23:06:32,60,564,40,650
2025-01-12 23:03:35,64,572,9,651
2025-01-12 22:58:08,496,571,73,652
2025-01-12 22:50:19,538,572,91,653
2025-01-12 22:41:01,29,572,49,654
2025-01-12 22:35:39,522,567,11,655
2025-01-12 22:35:02,298,565,40,656
2025-01-12 22:33:54,224,572,34,657
2025-01-12 22:19:09,59,564,10,658
2025-01-12 22:18:03,286,563,48,659
2025-01-12 22:04:24,468,570,59,660
2025-01-12 21:59:11,339,563,96,661
2025-01-12 21:55:12,15,567,52,662
2025-01-12 21:53:04,559,563,87,663
2025-01-12 21:52:35,173,570,71,664
